project_id,source,lon,lat,aoi,denom_cells_5km,pop_5km,hh_5km,poorest_hh_5km,ag_km2_5km,pct_electrified_5km,pct_rural_5km,pct_priority_5km,risk_roadcells_5km,denom_cells_10km,pop_10km,hh_10km,poorest_hh_10km,ag_km2_10km,pct_electrified_10km,pct_rural_10km,pct_priority_10km,risk_roadcells_10km,denom_cells_30km,pop_30km,hh_30km,poorest_hh_30km,ag_km2_30km,pct_electrified_30km,pct_rural_30km,pct_priority_30km,risk_roadcells_30km,dist_km_to_caala_lp
22,wb,21.4365504,-14.1098093,moxico,94,28600.7421875,5720.1484375,4232.91015625,1.176841040012857,0.0,0.07446808510638298,0.0,17,377,32683.55078125,6536.71015625,4837.16552734375,2.3952709773182757,0.0,0.058355437665782495,0.0,48,3399,44488.82421875,8897.76484375,6584.3466796875,9.733621018414334,0.0,0.02294792586054722,0.0,237,650.6706004397203
10,dm,21.4365504,-14.1098093,moxico,94,28600.7421875,5720.1484375,4232.91015625,1.176841040012857,0.0,0.07446808510638298,0.0,17,377,32683.55078125,6536.71015625,4837.16552734375,2.3952709773182757,0.0,0.058355437665782495,0.0,48,3399,44488.82421875,8897.76484375,6584.3466796875,9.733621018414334,0.0,0.02294792586054722,0.0,237,650.6706004397203
9,dm,20.4461833,-11.6545714,moxico,95,16881.84375,3376.36875,2116.983154296875,0.6490274877824896,0.0,0.16842105263157894,0.0,19,374,20557.1328125,4111.4265625,2577.86474609375,2.7646877645651533,0.0,0.0748663101604278,0.0,77,3368,48815.01171875,9763.00234375,6255.65869140625,21.872755683674708,0.0,0.04839667458432304,0.0,492,547.3130632417971
21,wb,20.4461833,-11.6545714,moxico,95,16881.84375,3376.36875,2116.983154296875,0.6490274877824896,0.0,0.16842105263157894,0.0,19,374,20557.1328125,4111.4265625,2577.86474609375,2.7646877645651533,0.0,0.0748663101604278,0.0,77,3368,48815.01171875,9763.00234375,6255.65869140625,21.872755683674708,0.0,0.04839667458432304,0.0,492,547.3130632417971
4,dm,20.820568,-12.5282246,moxico,95,8293.7919921875,1658.7583984375,1118.00341796875,1.9321177452228908,0.0,0.0,0.0,24,373,11519.7578125,2303.9515625,1552.8634033203125,10.928071809124171,0.0,0.010723860589812333,0.0,61,3377,17514.76171875,3502.95234375,2378.75537109375,30.654492100904353,0.0,0.00414569144210838,0.0,289,571.7727097099154
16,wb,20.820568,-12.5282246,moxico,95,8293.7919921875,1658.7583984375,1118.00341796875,1.9321177452228908,0.0,0.0,0.0,24,373,11519.7578125,2303.9515625,1552.8634033203125,10.928071809124171,0.0,0.010723860589812333,0.0,61,3377,17514.76171875,3502.95234375,2378.75537109375,30.654492100904353,0.0,0.00414569144210838,0.0,289,571.7727097099154
14,wb,19.8603732,-13.6943526,moxico,94,8477.572265625,1695.514453125,1144.47216796875,4.397925403713966,0.0,0.02127659574468085,0.0,19,374,9056.11328125,1811.22265625,1222.5751953125,9.757252025215225,0.0,0.008021390374331552,0.0,31,3390,10047.076171875,2009.415234375,1356.3553466796875,11.094815537042015,0.0,0.002654867256637168,0.0,82,474.77357290402466
2,dm,19.8603732,-13.6943526,moxico,94,8477.572265625,1695.514453125,1144.47216796875,4.397925403713966,0.0,0.02127659574468085,0.0,19,374,9056.11328125,1811.22265625,1222.5751953125,9.757252025215225,0.0,0.008021390374331552,0.0,31,3390,10047.076171875,2009.415234375,1356.3553466796875,11.094815537042015,0.0,0.002654867256637168,0.0,82,474.77357290402466
20,wb,20.0330212,-11.8465279,moxico,94,795.853759765625,159.170751953125,107.28109741210938,0.30321657190029216,0.0,0.0425531914893617,0.0,2,372,7755.265625,1551.053125,1045.409912109375,5.534156943341043,0.0,0.0456989247311828,0.0,14,3364,482419.1875,96483.8375,65025.74609375,68.61473823573505,0.0,0.0603448275862069,0.0,202,498.50685065133297
8,dm,20.0330212,-11.8465279,moxico,94,795.853759765625,159.170751953125,107.28109741210938,0.30321657190029216,0.0,0.0425531914893617,0.0,2,372,7755.265625,1551.053125,1045.409912109375,5.534156943341043,0.0,0.0456989247311828,0.0,14,3364,482419.1875,96483.8375,65025.74609375,68.61473823573505,0.0,0.0603448275862069,0.0,202,498.50685065133297
18,wb,21.3746172,-13.4893342,moxico,93,4606.40234375,921.28046875,681.7476196289062,4.635833770787696,0.0,0.06451612903225806,0.0,26,378,6953.47265625,1390.69453125,1029.114013671875,23.33679742988751,0.0,0.026455026455026454,0.0,73,3382,11138.423828125,2227.684765625,1648.486572265625,39.73079497002837,0.0,0.0059136605558840925,0.0,333,633.5356056274107
6,dm,21.3746172,-13.4893342,moxico,93,4606.40234375,921.28046875,681.7476196289062,4.635833770787696,0.0,0.06451612903225806,0.0,26,378,6953.47265625,1390.69453125,1029.114013671875,23.33679742988751,0.0,0.026455026455026454,0.0,73,3382,11138.423828125,2227.684765625,1648.486572265625,39.73079497002837,0.0,0.0059136605558840925,0.0,333,633.5356056274107
1,dm,20.2367976,-11.5212064,moxico,96,1496.189453125,299.237890625,217.61984252929688,0.1602223395524458,0.0,0.11458333333333333,0.0,14,374,4748.22705078125,949.64541015625,666.8453369140625,2.4370121144220667,0.0,0.06149732620320856,0.0,57,3365,72777.53125,14555.50625,9973.6904296875,25.063287638868047,0.0,0.04665676077265973,0.0,379,529.340313574708
13,wb,20.2367976,-11.5212064,moxico,96,1496.189453125,299.237890625,217.61984252929688,0.1602223395524458,0.0,0.11458333333333333,0.0,14,374,4748.22705078125,949.64541015625,666.8453369140625,2.4370121144220667,0.0,0.06149732620320856,0.0,57,3365,72777.53125,14555.50625,9973.6904296875,25.063287638868047,0.0,0.04665676077265973,0.0,379,529.340313574708
11,dm,19.2021657,-11.9580126,moxico,92,2291.11767578125,458.22353515625,308.8426208496094,1.0440100354990958,0.0,0.021739130434782608,0.0,7,376,2967.817626953125,593.563525390625,400.06182861328125,3.1989926514748097,0.0,0.015957446808510637,0.0,14,3362,5210.787109375,1042.157421875,702.4141845703125,6.229103195259018,0.0,0.006543723973825104,0.0,68,407.7760417998373
23,wb,19.2021657,-11.9580126,moxico,92,2291.11767578125,458.22353515625,308.8426208496094,1.0440100354990958,0.0,0.021739130434782608,0.0,7,376,2967.817626953125,593.563525390625,400.06182861328125,3.1989926514748097,0.0,0.015957446808510637,0.0,14,3362,5210.787109375,1042.157421875,702.4141845703125,6.229103195259018,0.0,0.006543723973825104,0.0,68,407.7760417998373
19,wb,21.3839952,-14.8067581,moxico,92,2376.052978515625,475.210595703125,351.6558532714844,0.1996787459695993,0.0,0.021739130434782608,0.0,12,381,2532.52880859375,506.50576171875,374.8141784667969,0.1996787459695993,0.0,0.005249343832020997,0.0,32,3402,3644.353759765625,728.870751953125,539.3643188476562,0.3661497434698202,0.0,0.0026455026455026454,0.0,144,665.3597758674241
7,dm,21.3839952,-14.8067581,moxico,92,2376.052978515625,475.210595703125,351.6558532714844,0.1996787459695993,0.0,0.021739130434782608,0.0,12,381,2532.52880859375,506.50576171875,374.8141784667969,0.1996787459695993,0.0,0.005249343832020997,0.0,32,3402,3644.353759765625,728.870751953125,539.3643188476562,0.3661497434698202,0.0,0.0026455026455026454,0.0,144,665.3597758674241
3,dm,21.1787199,-15.13802,moxico,95,1077.1571044921875,215.4314208984375,159.41925048828125,0.0,0.0,0.07368421052631578,0.0,19,380,1232.2335205078125,246.4467041015625,182.37057495117188,0.01661018070342001,0.0,0.018421052631578946,0.0,39,3414,1764.2650146484375,352.8530029296875,261.1112365722656,0.09971754937692402,0.0,0.002050380785002929,0.0,176,657.3956555375025
15,wb,21.1787199,-15.13802,moxico,95,1077.1571044921875,215.4314208984375,159.41925048828125,0.0,0.0,0.07368421052631578,0.0,19,380,1232.2335205078125,246.4467041015625,182.37057495117188,0.01661018070342001,0.0,0.018421052631578946,0.0,39,3414,1764.2650146484375,352.8530029296875,261.1112365722656,0.09971754937692402,0.0,0.002050380785002929,0.0,176,657.3956555375025
12,wb,18.8847222,-13.4394444,moxico,95,952.7579956054688,190.55159912109374,128.62232971191406,0.7114474503449942,0.0,0.0,0.0,28,378,979.8982543945312,195.97965087890626,132.2862548828125,0.9709011219192645,0.0,0.0,0.0,49,3383,1626.1842041015625,325.2368408203125,219.5348663330078,1.171806982123757,0.0,0.0017735737511084836,0.0,227,365.9197747809047
0,dm,18.8847222,-13.4394444,moxico,95,952.7579956054688,190.55159912109374,128.62232971191406,0.7114474503449942,0.0,0.0,0.0,28,378,979.8982543945312,195.97965087890626,132.2862548828125,0.9709011219192645,0.0,0.0,0.0,49,3383,1626.1842041015625,325.2368408203125,219.5348663330078,1.171806982123757,0.0,0.0017735737511084836,0.0,227,365.9197747809047
5,dm,20.130264,-12.6589063,moxico,94,131.95742797851562,26.391485595703124,17.787860870361328,0.0,0.0,0.02127659574468085,0.0,7,375,134.93478393554688,26.986956787109374,18.189210891723633,0.008397445513839696,0.0,0.005333333333333333,0.0,10,3371,285.3699951171875,57.0739990234375,38.468482971191406,0.033584846602439565,0.0,0.0005932957579353308,0.0,63,496.0999371708057
17,wb,20.130264,-12.6589063,moxico,94,131.95742797851562,26.391485595703124,17.787860870361328,0.0,0.0,0.02127659574468085,0.0,7,375,134.93478393554688,26.986956787109374,18.189210891723633,0.008397445513839696,0.0,0.005333333333333333,0.0,10,3371,285.3699951171875,57.0739990234375,38.468482971191406,0.033584846602439565,0.0,0.0005932957579353308,0.0,63,496.0999371708057
